term,日付,終値,始値,高値,安値,変化率 %
12Y,2024-12-01,1.205,1.183,1.229,1.156,1.90%
12Y,2024-11-01,1.183,1.11,1.226,1.07,6.41%
12Y,2024-10-01,1.111,1.016,1.138,0.981,9.08%
12Y,2024-09-01,1.019,1.049,1.069,0.967,-2.86%
12Y,2024-08-01,1.049,1.125,1.144,0.868,-8.40%
12Y,2024-07-01,1.145,1.195,1.236,1.053,-3.78%
12Y,2024-06-01,1.19,1.217,1.246,1.066,-4.42%
12Y,2024-05-01,1.245,1.094,1.256,1.054,9.93%
12Y,2024-04-01,1.133,0.967,1.17,0.961,17.66%
12Y,2024-03-01,0.962,0.986,1.053,0.938,-5.17%
12Y,2024-02-01,1.015,1.055,1.106,0.961,-5.58%
12Y,2024-01-01,1.075,0.983,1.102,0.855,9.41%
12Y,2023-12-01,0.983,1.085,1.186,0.869,-9.35%
12Y,2023-11-01,1.084,1.292,1.345,0.965,-15.91%
12Y,2023-10-01,1.289,1.125,1.342,1.045,14.56%
12Y,2023-09-01,1.125,0.935,1.154,0.921,12.78%
12Y,2023-08-01,0.998,0.871,1.026,0.851,10.60%
12Y,2023-07-01,0.902,0.703,0.935,0.637,26.35%
12Y,2023-06-01,0.714,0.735,0.755,0.605,-5.62%
12Y,2023-05-01,0.756,0.689,0.781,0.611,7.08%
12Y,2023-04-01,0.706,0.741,0.836,0.647,-7.07%
12Y,2023-03-01,0.76,0.901,1.053,0.571,-19.26%
12Y,2023-02-01,0.941,0.998,1.048,0.902,-5.87%
12Y,2023-01-01,1.0,1.014,1.209,0.859,-1.36%
12Y,2022-12-01,1.014,0.726,1.014,0.704,34.49%
12Y,2022-11-01,0.754,0.683,0.8,0.631,10.35%
12Y,2022-10-01,0.683,0.626,0.825,0.576,8.96%
12Y,2022-09-01,0.627,0.512,0.719,0.512,25.23%
12Y,2022-08-01,0.501,0.445,0.541,0.403,13.44%
12Y,2022-07-01,0.441,0.566,0.596,0.411,-26.30%
12Y,2022-06-01,0.599,0.462,0.728,0.441,28.09%
12Y,2022-05-01,0.468,0.477,0.529,0.389,-2.09%
12Y,2022-04-01,0.477,0.334,0.545,0.334,39.42%
12Y,2022-03-01,0.343,0.304,0.509,0.244,9.18%
12Y,2022-02-01,0.314,0.278,0.379,0.145,26.80%
12Y,2022-01-01,0.247,0.145,0.251,0.142,55.79%
12Y,2021-12-01,0.159,0.131,0.16,0.094,56.76%
12Y,2021-11-01,0.101,0.165,0.168,0.099,-38.61%
12Y,2021-10-01,0.165,0.138,0.191,0.11,17.86%
12Y,2021-09-01,0.14,0.079,0.16,0.056,77.66%
12Y,2021-08-01,0.079,0.046,0.09,0.027,18.85%
12Y,2021-07-01,0.066,0.116,0.12,0.018,-45.88%
12Y,2021-06-01,0.123,0.16,0.177,0.078,-25.76%
12Y,2021-05-01,0.165,0.177,0.181,0.129,-8.33%
12Y,2021-04-01,0.18,0.199,0.22,0.126,-12.20%
12Y,2021-03-01,0.205,0.22,0.234,0.126,-14.58%
12Y,2021-02-01,0.24,0.104,0.255,0.081,113.33%
12Y,2021-01-01,0.112,0.091,0.116,0.041,23.22%
12Y,2020-12-01,0.091,0.068,0.094,0.025,12.30%
12Y,2020-11-01,0.081,0.08,0.11,0.021,-19.74%
12Y,2020-10-01,0.101,0.056,0.106,0.029,88.29%
12Y,2020-09-01,0.054,0.094,0.109,0.011,-46.20%
12Y,2020-08-01,0.1,0.018,0.119,-0.001,81.82%
12Y,2020-07-01,0.055,0.098,0.123,-0.007,-47.62%
12Y,2020-06-01,0.105,0.025,0.16,0.007,44.83%
12Y,2020-05-01,0.072,0.061,0.061,0.061,86.86%
12Y,2020-04-01,0.039,0.045,0.045,0.045,-8.71%
12Y,2020-03-01,0.043,-0.045,-0.045,-0.045,-160.71%
12Y,2020-02-01,-0.07,0.055,0.055,0.055,-227.27%
12Y,2020-01-01,0.055,0.134,0.134,0.134,-58.89%
12Y,2019-12-01,0.134,0.135,0.135,0.135,22.98%
12Y,2019-11-01,0.109,0.039,0.039,0.039,134.99%
12Y,2019-10-01,0.046,0.039,0.039,0.039,42.46%
12Y,2019-09-01,0.032,-0.076,-0.076,-0.076,-178.69%
12Y,2019-08-01,-0.041,0.07,0.07,0.07,-170.24%
12Y,2019-07-01,0.059,0.071,0.071,0.071,-26.50%
12Y,2019-06-01,0.08,0.097,0.097,0.097,-41.82%
12Y,2019-05-01,0.138,0.189,0.189,0.189,-27.17%
12Y,2019-04-01,0.189,0.169,0.169,0.169,14.42%
12Y,2019-03-01,0.165,0.244,0.244,0.244,-30.90%
12Y,2019-02-01,0.239,0.21,0.21,0.21,12.38%
12Y,2019-01-01,0.213,0.24,0.24,0.24,-14.14%
12Y,2018-12-01,0.248,0.317,0.317,0.317,-23.56%
12Y,2018-11-01,0.324,0.393,0.393,0.393,-20.31%
12Y,2018-10-01,0.406,0.426,0.426,0.426,-4.96%
12Y,2018-09-01,0.428,0.415,0.415,0.415,5.22%
12Y,2018-08-01,0.406,0.426,0.426,0.426,8.69%
12Y,2018-07-01,0.374,0.314,0.314,0.314,17.25%
12Y,2018-06-01,0.319,0.335,0.335,0.335,-2.66%
12Y,2018-05-01,0.327,0.327,0.327,0.327,0.77%
12Y,2018-04-01,0.325,0.325,0.325,0.325,-1.52%
12Y,2018-03-01,0.33,0.33,0.33,0.33,-2.94%
12Y,2018-02-01,0.34,0.34,0.34,0.34,-7.48%
12Y,2018-01-01,0.368,0.368,0.368,0.368,9.28%
12Y,2017-12-01,0.336,0.336,0.336,0.336,0.75%
12Y,2017-11-01,0.334,0.334,0.334,0.334,0.00%
12Y,2017-10-01,0.334,0.334,0.334,0.334,-5.65%
12Y,2017-09-01,0.354,0.354,0.354,0.354,28.65%
12Y,2017-08-01,0.275,0.275,0.275,0.275,-16.67%
12Y,2017-07-01,0.33,0.33,0.33,0.33,0.36%
12Y,2017-06-01,0.329,0.329,0.329,0.329,8.23%
12Y,2017-05-01,0.304,0.304,0.304,0.304,6.60%
12Y,2017-04-01,0.285,0.285,0.285,0.285,-15.56%
12Y,2017-03-01,0.338,0.338,0.338,0.338,4.65%
12Y,2017-02-01,0.322,0.322,0.322,0.322,-1.16%
12Y,2017-01-01,0.326,0.326,0.326,0.326,12.52%
12Y,2016-12-01,0.29,0.29,0.29,0.29,10.98%
12Y,2016-11-01,0.261,0.261,0.261,0.261,80.21%
12Y,2016-10-01,0.145,0.145,0.145,0.145,30.28%
12Y,2016-09-01,0.111,0.111,0.111,0.111,-15.23%
12Y,2016-08-01,0.131,0.131,0.131,0.131,288.46%
12Y,2016-07-01,0.034,0.034,0.034,0.034,-307.36%
12Y,2016-06-01,-0.016,-0.016,-0.016,-0.016,-110.43%
12Y,2016-05-01,0.156,0.156,0.156,0.156,-28.95%
12Y,2016-04-01,0.22,0.22,0.22,0.22,-0.59%
12Y,2016-03-01,0.221,0.221,0.221,0.221,3.51%
12Y,2016-02-01,0.214,0.214,0.214,0.214,-44.10%
12Y,2016-01-01,0.382,0.382,0.382,0.382,-28.84%
12Y,2015-12-01,0.538,0.538,0.538,0.538,-5.92%
12Y,2015-11-01,0.571,0.571,0.571,0.571,-7.11%
12Y,2015-10-01,0.615,0.615,0.615,0.615,-3.73%
12Y,2015-09-01,0.639,0.639,0.639,0.639,-7.75%
12Y,2015-08-01,0.692,0.692,0.692,0.692,-2.30%
12Y,2015-07-01,0.709,0.709,0.709,0.709,-7.35%
12Y,2015-06-01,0.765,0.765,0.765,0.765,7.37%
12Y,2015-05-01,0.712,0.712,0.712,0.712,4.01%
12Y,2015-04-01,0.685,0.685,0.685,0.685,-0.91%
12Y,2015-03-01,0.691,0.691,0.691,0.691,7.18%
12Y,2015-02-01,0.645,0.645,0.645,0.645,9.32%
12Y,2015-01-01,0.59,0.59,0.59,0.59,-9.06%
12Y,2014-12-01,0.649,0.649,0.649,0.649,-10.66%
12Y,2014-11-01,0.726,0.726,0.726,0.726,-2.20%
12Y,2014-10-01,0.743,0.743,0.743,0.743,-8.62%
12Y,2014-09-01,0.813,0.813,0.813,0.813,5.52%
12Y,2014-08-01,0.77,0.77,0.77,0.77,-7.93%
12Y,2014-07-01,0.836,0.836,0.836,0.836,-5.37%
12Y,2014-06-01,0.884,0.884,0.884,0.884,-3.81%
12Y,2014-05-01,0.919,0.919,0.919,0.919,-5.65%
12Y,2014-04-01,0.974,0.974,0.974,0.974,-3.82%
12Y,2014-03-01,1.013,1.013,1.013,1.013,2.53%
12Y,2014-02-01,0.988,0.988,0.988,0.988,-2.13%
12Y,2014-01-01,1.009,1.009,1.009,1.009,-9.21%
12Y,2013-12-01,1.111,1.111,1.111,1.111,16.06%
12Y,2013-11-01,0.957,0.957,0.957,0.957,3.23%
12Y,2013-10-01,0.928,0.928,0.928,0.928,-11.24%
12Y,2013-09-01,1.045,1.045,1.045,1.045,-4.13%
12Y,2013-08-01,1.09,1.09,1.09,1.09,-7.43%
12Y,2013-07-01,1.178,1.178,1.178,1.178,0.00%
12Y,2013-06-01,1.178,1.178,1.178,1.178,-2.18%
12Y,2013-05-01,1.204,1.204,1.204,1.204,33.39%
12Y,2013-04-01,0.902,0.902,0.902,0.902,6.18%
12Y,2013-03-01,0.85,0.85,0.85,0.85,-3.68%
12Y,2013-02-01,0.882,0.882,0.882,0.882,-11.97%
12Y,2013-01-01,1.003,1.003,1.003,1.003,-4.52%
12Y,2012-12-01,1.05,1.05,1.05,1.05,11.55%
12Y,2012-11-01,0.941,0.941,0.941,0.941,-3.21%
12Y,2012-10-01,0.973,0.973,0.973,0.973,2.10%
12Y,2012-09-01,0.952,0.952,0.952,0.952,-3.54%
12Y,2012-08-01,0.988,0.988,0.988,0.988,5.05%
12Y,2012-07-01,0.94,0.94,0.94,0.94,-8.41%
12Y,2012-06-01,1.026,1.026,1.026,1.026,0.49%
12Y,2012-05-01,1.021,1.021,1.021,1.021,-8.40%
12Y,2012-04-01,1.115,1.115,1.115,1.115,-9.72%
12Y,2012-03-01,1.235,1.235,1.235,1.235,3.89%
12Y,2012-02-01,1.189,1.189,1.189,1.189,3.04%
12Y,2012-01-01,1.154,1.154,1.154,1.154,3.13%
12Y,2011-12-01,1.119,1.119,1.119,1.119,-11.82%
12Y,2011-11-01,1.269,1.269,1.269,1.269,3.99%
12Y,2011-10-01,1.22,1.22,1.22,1.22,0.93%
12Y,2011-09-01,1.209,1.209,1.209,1.209,-2.02%
12Y,2011-08-01,1.234,1.234,1.234,1.234,-3.34%
12Y,2011-07-01,1.276,1.276,1.276,1.276,-6.50%
12Y,2011-06-01,1.365,1.365,1.365,1.365,-3.02%
12Y,2011-05-01,1.408,1.408,1.408,1.408,-7.89%
12Y,2011-04-01,1.528,1.528,1.528,1.528,0.77%
12Y,2011-03-01,1.516,1.516,1.516,1.516,-0.77%
12Y,2011-02-01,1.528,1.528,1.528,1.528,4.44%
12Y,2011-01-01,1.463,1.463,1.463,1.463,8.13%
12Y,2010-12-01,1.353,1.353,1.353,1.353,-6.37%
12Y,2010-11-01,1.445,1.445,1.445,1.445,18.44%
12Y,2010-10-01,1.22,1.22,1.22,1.22,0.16%
12Y,2010-09-01,1.218,1.218,1.218,1.218,-1.18%
12Y,2010-08-01,1.232,1.232,1.232,1.232,-5.92%
12Y,2010-07-01,1.31,1.31,1.31,1.31,-4.38%
12Y,2010-06-01,1.37,1.37,1.37,1.37,-11.84%
25Y,2026-02-01,2.725,2.902,2.956,2.707,-6.30%
25Y,2026-01-01,2.908,2.764,3.113,2.781,4.08%
25Y,2025-12-01,2.794,2.619,2.828,2.616,6.44%
25Y,2025-11-01,2.625,2.395,2.659,2.403,8.79%
25Y,2025-10-01,2.413,2.386,2.535,2.36,0.37%
25Y,2025-09-01,2.404,2.389,2.5,2.343,-0.78%
25Y,2025-08-01,2.423,2.308,2.483,2.285,3.59%
25Y,2025-07-01,2.339,2.126,2.421,2.146,8.44%
25Y,2025-06-01,2.157,2.104,2.185,2.098,1.08%
25Y,2025-05-01,2.134,1.849,2.28,1.861,15.51%
25Y,2025-04-01,1.847,1.945,2.011,1.52,-4.89%
25Y,2025-03-01,1.942,1.878,2.043,1.878,3.46%
25Y,2025-02-01,1.878,1.799,1.946,1.793,4.38%
25Y,2025-01-01,1.799,1.796,1.9,1.76,0.14%
25Y,2024-12-01,1.796,1.756,1.82,1.72,2.35%
25Y,2024-11-01,1.755,1.686,1.788,1.65,4.00%
25Y,2024-10-01,1.688,1.554,1.707,1.516,8.43%
25Y,2024-09-01,1.556,1.558,1.591,1.477,-0.08%
25Y,2024-08-01,1.558,1.605,1.605,1.332,-3.04%
25Y,2024-07-01,1.606,1.68,1.729,1.569,-4.39%
25Y,2024-06-01,1.68,1.744,1.744,1.566,-3.59%
25Y,2024-05-01,1.742,1.639,1.75,1.611,6.49%
25Y,2024-04-01,1.636,1.446,1.669,1.446,13.14%
25Y,2024-03-01,1.446,1.457,1.514,1.42,-0.94%
25Y,2024-02-01,1.46,1.544,1.563,1.43,-5.50%
25Y,2024-01-01,1.545,1.431,1.577,1.322,7.94%
25Y,2023-12-01,1.431,1.53,1.616,1.308,-6.38%
25Y,2023-11-01,1.529,1.754,1.801,1.467,-13.75%
25Y,2023-10-01,1.773,1.544,1.806,1.53,14.81%
25Y,2023-09-01,1.544,1.413,1.583,1.393,7.77%
25Y,2023-08-01,1.433,1.288,1.464,1.274,11.53%
25Y,2023-07-01,1.284,1.053,1.316,1.025,21.59%
25Y,2023-06-01,1.056,1.076,1.094,0.991,-3.09%
25Y,2023-05-01,1.09,1.032,1.142,0.981,5.31%
25Y,2023-04-01,1.035,1.081,1.169,1.026,-4.61%
25Y,2023-03-01,1.085,1.217,1.351,0.926,-12.24%
25Y,2023-02-01,1.236,1.381,1.391,1.218,-10.61%
25Y,2023-01-01,1.383,1.344,1.469,1.224,2.92%
25Y,2022-12-01,1.344,1.186,1.379,1.101,11.29%
25Y,2022-11-01,1.207,1.168,1.298,1.11,3.31%
25Y,2022-10-01,1.169,1.077,1.377,1.034,8.47%
25Y,2022-09-01,1.077,0.961,1.184,0.954,13.42%
25Y,2022-08-01,0.95,0.934,0.998,0.836,3.83%
25Y,2022-07-01,0.915,0.969,1.034,0.884,-7.23%
25Y,2022-06-01,0.986,0.835,1.074,0.828,16.89%
25Y,2022-05-01,0.844,0.774,0.865,0.742,6.63%
25Y,2022-04-01,0.791,0.646,0.869,0.646,18.76%
25Y,2022-03-01,0.666,0.653,0.914,0.591,0.57%
25Y,2022-02-01,0.663,0.565,0.758,0.447,23.85%
25Y,2022-01-01,0.535,0.447,0.539,0.447,15.33%
25Y,2021-12-01,0.464,0.431,0.464,0.374,16.30%
25Y,2021-11-01,0.399,0.447,0.464,0.393,-11.14%
25Y,2021-10-01,0.449,0.434,0.501,0.404,3.17%
25Y,2021-09-01,0.435,0.361,0.464,0.339,19.57%
25Y,2021-08-01,0.364,0.33,0.368,0.31,4.69%
25Y,2021-07-01,0.347,0.416,0.421,0.274,-17.75%
25Y,2021-06-01,0.423,0.456,0.482,0.369,-7.91%
25Y,2021-05-01,0.459,0.464,0.48,0.423,-4.18%
25Y,2021-04-01,0.479,0.496,0.524,0.419,-4.24%
25Y,2021-03-01,0.5,0.527,0.544,0.399,-8.48%
25Y,2021-02-01,0.546,0.421,0.56,0.379,27.40%
25Y,2021-01-01,0.429,0.363,0.433,0.309,18.29%
25Y,2020-12-01,0.363,0.308,0.365,0.243,14.64%
25Y,2020-11-01,0.316,0.34,0.365,0.24,-11.25%
25Y,2020-10-01,0.356,0.293,0.374,0.26,19.24%
25Y,2020-09-01,0.299,0.323,0.343,0.222,-9.62%
25Y,2020-08-01,0.331,0.222,0.361,0.164,41.40%
25Y,2020-07-01,0.234,0.305,0.355,0.153,-23.97%
25Y,2020-06-01,0.308,0.243,0.384,0.183,23.00%
25Y,2020-05-01,0.25,0.231,0.231,0.231,15.58%
25Y,2020-04-01,0.216,0.166,0.166,0.166,37.33%
25Y,2020-03-01,0.157,0.136,0.136,0.136,48.17%
25Y,2020-02-01,0.106,0.269,0.269,0.269,-59.70%
25Y,2020-01-01,0.264,0.361,0.361,0.361,-26.99%
25Y,2019-12-01,0.361,0.359,0.359,0.359,7.85%
25Y,2019-11-01,0.335,0.251,0.251,0.251,29.44%
25Y,2019-10-01,0.259,0.289,0.289,0.289,-11.52%
25Y,2019-09-01,0.292,0.116,0.116,0.116,116.67%
25Y,2019-08-01,0.135,0.246,0.246,0.246,-58.14%
25Y,2019-07-01,0.322,0.376,0.376,0.376,-9.79%
25Y,2019-06-01,0.357,0.44,0.44,0.44,-20.34%
25Y,2019-05-01,0.449,0.525,0.525,0.525,-14.51%
25Y,2019-04-01,0.525,0.498,0.498,0.498,7.14%
25Y,2019-03-01,0.49,0.62,0.62,0.62,-18.50%
25Y,2019-02-01,0.601,0.577,0.577,0.577,1.90%
25Y,2019-01-01,0.59,0.637,0.637,0.637,-8.71%
25Y,2018-12-01,0.646,0.759,0.759,0.759,-14.83%
25Y,2018-11-01,0.759,0.82,0.82,0.82,-9.93%
25Y,2018-10-01,0.842,0.858,0.858,0.858,-0.45%
25Y,2018-09-01,0.846,0.826,0.826,0.826,3.21%
25Y,2018-08-01,0.82,0.835,0.835,0.835,6.31%
25Y,2018-07-01,0.771,0.685,0.685,0.685,11.17%
25Y,2018-06-01,0.694,0.723,0.723,0.723,-1.59%
25Y,2018-05-01,0.705,0.705,0.705,0.705,-1.58%
25Y,2018-04-01,0.716,0.716,0.716,0.716,-0.17%
25Y,2018-03-01,0.717,0.717,0.717,0.717,-1.20%
25Y,2018-02-01,0.726,0.726,0.726,0.726,-8.37%
25Y,2018-01-01,0.793,0.793,0.793,0.793,3.59%
25Y,2017-12-01,0.765,0.765,0.765,0.765,-1.77%
25Y,2017-11-01,0.779,0.779,0.779,0.779,-1.42%
25Y,2017-10-01,0.79,0.79,0.79,0.79,2.42%
25Y,2017-09-01,0.771,0.771,0.771,0.771,6.39%
25Y,2017-08-01,0.725,0.725,0.725,0.725,-4.61%
25Y,2017-07-01,0.76,0.76,0.76,0.76,2.18%
25Y,2017-06-01,0.744,0.744,0.744,0.744,3.48%
25Y,2017-05-01,0.719,0.719,0.719,0.719,3.23%
25Y,2017-04-01,0.696,0.696,0.696,0.696,-9.28%
25Y,2017-03-01,0.767,0.767,0.767,0.767,-0.97%
25Y,2017-02-01,0.775,0.775,0.775,0.775,-0.49%
25Y,2017-01-01,0.779,0.779,0.779,0.779,5.41%
25Y,2016-12-01,0.739,0.739,0.739,0.739,17.03%
25Y,2016-11-01,0.631,0.631,0.631,0.631,31.52%
25Y,2016-10-01,0.48,0.48,0.48,0.48,16.00%
25Y,2016-09-01,0.414,0.414,0.414,0.414,-0.29%
25Y,2016-08-01,0.415,0.415,0.415,0.415,66.00%
25Y,2016-07-01,0.25,0.25,0.25,0.25,78.57%
25Y,2016-06-01,0.14,0.14,0.14,0.14,-71.28%
25Y,2016-05-01,0.488,0.488,0.488,0.488,-14.17%
25Y,2016-04-01,0.568,0.568,0.568,0.568,1.88%
25Y,2016-03-01,0.558,0.558,0.558,0.558,-25.67%
25Y,2016-02-01,0.75,0.75,0.75,0.75,-23.37%
25Y,2016-01-01,0.979,0.979,0.979,0.979,-13.58%
25Y,2015-12-01,1.133,1.133,1.133,1.133,-4.93%
25Y,2015-11-01,1.191,1.191,1.191,1.191,-3.54%
25Y,2015-10-01,1.235,1.235,1.235,1.235,-2.66%
25Y,2015-09-01,1.269,1.269,1.269,1.269,-4.78%
25Y,2015-08-01,1.332,1.332,1.332,1.332,-1.39%
25Y,2015-07-01,1.351,1.351,1.351,1.351,-3.05%
25Y,2015-06-01,1.394,1.394,1.394,1.394,1.92%
25Y,2015-05-01,1.367,1.367,1.367,1.367,6.52%
25Y,2015-04-01,1.284,1.284,1.284,1.284,0.59%
25Y,2015-03-01,1.276,1.276,1.276,1.276,-1.54%
25Y,2015-02-01,1.296,1.296,1.296,1.296,8.02%
25Y,2015-01-01,1.2,1.2,1.2,1.2,-4.86%
25Y,2014-12-01,1.261,1.261,1.261,1.261,-10.39%
25Y,2014-11-01,1.408,1.408,1.408,1.408,-2.85%
25Y,2014-10-01,1.449,1.449,1.449,1.449,-7.28%
25Y,2014-09-01,1.563,1.563,1.563,1.563,2.38%
25Y,2014-08-01,1.526,1.526,1.526,1.526,-4.08%
25Y,2014-07-01,1.591,1.591,1.591,1.591,-2.75%
25Y,2014-06-01,1.636,1.636,1.636,1.636,-1.73%
25Y,2014-05-01,1.665,1.665,1.665,1.665,-2.49%
25Y,2014-04-01,1.707,1.707,1.707,1.707,-2.22%
25Y,2014-03-01,1.746,1.746,1.746,1.746,2.12%
25Y,2014-02-01,1.71,1.71,1.71,1.71,-0.64%
25Y,2014-01-01,1.721,1.721,1.721,1.721,-5.89%
25Y,2013-12-01,1.829,1.829,1.829,1.829,6.87%
25Y,2013-11-01,1.711,1.711,1.711,1.711,2.78%
25Y,2013-10-01,1.665,1.665,1.665,1.665,-5.93%
25Y,2013-09-01,1.77,1.77,1.77,1.77,-2.75%
25Y,2013-08-01,1.82,1.82,1.82,1.82,-3.51%
25Y,2013-07-01,1.886,1.886,1.886,1.886,4.79%
25Y,2013-06-01,1.8,1.8,1.8,1.8,-2.70%
25Y,2013-05-01,1.85,1.85,1.85,1.85,15.18%
25Y,2013-04-01,1.606,1.606,1.606,1.606,-0.70%
25Y,2013-03-01,1.617,1.617,1.617,1.617,-3.50%
25Y,2013-02-01,1.676,1.676,1.676,1.676,-10.72%
25Y,2013-01-01,1.878,1.878,1.878,1.878,1.90%
25Y,2012-12-01,1.842,1.842,1.842,1.842,7.28%
25Y,2012-11-01,1.717,1.717,1.717,1.717,2.77%
25Y,2012-10-01,1.671,1.671,1.671,1.671,5.19%
25Y,2012-09-01,1.589,1.589,1.589,1.589,-2.31%
25Y,2012-08-01,1.626,1.626,1.626,1.626,4.58%
25Y,2012-07-01,1.555,1.555,1.555,1.555,-6.25%
25Y,2012-06-01,1.659,1.659,1.659,1.659,4.49%
25Y,2012-05-01,1.587,1.587,1.587,1.587,-8.70%
25Y,2012-04-01,1.739,1.739,1.739,1.739,-5.89%
25Y,2012-03-01,1.847,1.847,1.847,1.847,3.07%
25Y,2012-02-01,1.793,1.793,1.793,1.793,3.69%
25Y,2012-01-01,1.729,1.729,1.729,1.729,4.22%
25Y,2011-12-01,1.659,1.659,1.659,1.659,-8.73%
25Y,2011-11-01,1.817,1.817,1.817,1.817,1.54%
25Y,2011-10-01,1.79,1.79,1.79,1.79,2.58%
25Y,2011-09-01,1.745,1.745,1.745,1.745,-3.92%
25Y,2011-08-01,1.816,1.816,1.816,1.816,-2.87%
25Y,2011-07-01,1.87,1.87,1.87,1.87,-4.35%
25Y,2011-06-01,1.955,1.955,1.955,1.955,-2.49%
25Y,2011-05-01,2.005,2.005,2.005,2.005,-3.79%
25Y,2011-04-01,2.084,2.084,2.084,2.084,-1.35%
25Y,2011-03-01,2.112,2.112,2.112,2.112,1.37%
25Y,2011-02-01,2.084,2.084,2.084,2.084,3.73%
25Y,2011-01-01,2.009,2.009,2.009,2.009,6.98%
25Y,2010-12-01,1.878,1.878,1.878,1.878,-6.38%
25Y,2010-11-01,2.006,2.006,2.006,2.006,9.02%
25Y,2010-10-01,1.84,1.84,1.84,1.84,3.49%
25Y,2010-09-01,1.778,1.778,1.778,1.778,0.95%
25Y,2010-08-01,1.761,1.761,1.761,1.761,-4.18%
25Y,2010-07-01,1.838,1.838,1.838,1.838,-3.67%
25Y,2010-06-01,1.908,1.908,1.908,1.908,-9.27%
3Y,2026-02-01,1.408,1.434,1.535,1.395,-2.46%
3Y,2026-01-01,1.444,1.355,1.512,1.327,4.26%
3Y,2025-12-01,1.385,1.132,1.39,1.15,19.71%
3Y,2025-11-01,1.157,1.064,1.173,1.069,6.34%
3Y,2025-10-01,1.088,1.102,1.135,1.005,-3.03%
3Y,2025-09-01,1.122,0.993,1.136,0.953,9.57%
3Y,2025-08-01,1.024,0.93,1.045,0.89,6.56%
3Y,2025-07-01,0.961,0.838,1.006,0.857,10.59%
3Y,2025-06-01,0.869,0.853,0.903,0.829,-1.59%
3Y,2025-05-01,0.883,0.725,0.896,0.719,21.59%
3Y,2025-04-01,0.726,0.973,0.975,0.605,-25.23%
3Y,2025-03-01,0.971,0.931,1.044,0.931,4.30%
3Y,2025-02-01,0.931,0.869,0.988,0.855,7.19%
3Y,2025-01-01,0.869,0.748,0.871,0.748,16.23%
3Y,2024-12-01,0.748,0.749,0.777,0.707,0.00%
3Y,2024-11-01,0.748,0.62,0.764,0.604,20.80%
3Y,2024-10-01,0.619,0.549,0.619,0.507,12.24%
3Y,2024-09-01,0.551,0.545,0.566,0.48,1.16%
3Y,2024-08-01,0.545,0.658,0.668,0.43,-16.79%
3Y,2024-07-01,0.655,0.567,0.656,0.522,15.93%
3Y,2024-06-01,0.565,0.618,0.618,0.49,-8.32%
3Y,2024-05-01,0.616,0.5,0.619,0.479,22.94%
3Y,2024-04-01,0.501,0.411,0.529,0.411,21.53%
3Y,2024-03-01,0.412,0.398,0.445,0.373,4.09%
3Y,2024-02-01,0.396,0.364,0.431,0.347,8.58%
3Y,2024-01-01,0.365,0.333,0.389,0.26,9.77%
3Y,2023-12-01,0.333,0.373,0.458,0.314,-10.14%
3Y,2023-11-01,0.37,0.484,0.522,0.333,-23.71%
3Y,2023-10-01,0.485,0.395,0.502,0.326,22.78%
3Y,2023-09-01,0.395,0.262,0.403,0.258,36.77%
3Y,2023-08-01,0.289,0.209,0.308,0.206,38.78%
3Y,2023-07-01,0.208,0.148,0.235,0.132,24.24%
3Y,2023-06-01,0.168,0.157,0.185,0.111,-10.09%
3Y,2023-05-01,0.186,0.148,0.205,0.134,4.96%
3Y,2023-04-01,0.177,0.197,0.237,0.144,-24.47%
3Y,2023-03-01,0.235,0.273,0.339,0.098,-15.32%
3Y,2023-02-01,0.278,0.289,0.365,0.269,-16.87%
3Y,2023-01-01,0.334,0.431,0.635,0.222,-22.61%
3Y,2022-12-01,0.431,0.213,0.446,0.204,78.74%
3Y,2022-11-01,0.241,0.168,0.243,0.139,41.94%
3Y,2022-10-01,0.17,0.178,0.271,0.126,-4.55%
3Y,2022-09-01,0.178,0.122,0.234,0.12,51.57%
3Y,2022-08-01,0.117,0.069,0.15,0.052,32.32%
3Y,2022-07-01,0.089,0.127,0.166,0.059,-32.37%
3Y,2022-06-01,0.131,0.093,0.296,0.055,19.36%
3Y,2022-05-01,0.11,0.106,0.154,0.065,-10.20%
3Y,2022-04-01,0.123,0.073,0.142,0.072,70.38%
3Y,2022-03-01,0.072,0.056,0.135,0.027,6.52%
3Y,2022-02-01,0.068,0.057,0.101,-0.001,32.09%
3Y,2022-01-01,0.051,-0.001,0.052,-0.002,"-2,144.00%"
3Y,2021-12-01,-0.002,-0.014,0.007,-0.025,-81.88%
3Y,2021-11-01,-0.014,0.014,0.021,-0.026,-184.66%
3Y,2021-10-01,0.016,-0.007,0.018,-0.023,-391.07%
3Y,2021-09-01,-0.006,-0.039,-0.001,-0.05,-86.44%
3Y,2021-08-01,-0.041,-0.059,-0.036,-0.07,-10.80%
3Y,2021-07-01,-0.046,-0.043,-0.025,-0.068,27.55%
3Y,2021-06-01,-0.036,-0.038,-0.027,-0.064,7.40%
3Y,2021-05-01,-0.034,-0.039,-0.026,-0.056,-12.89%
3Y,2021-04-01,-0.039,-0.039,-0.029,-0.061,19.38%
3Y,2021-03-01,-0.032,-0.039,-0.023,-0.078,-29.81%
3Y,2021-02-01,-0.046,-0.079,-0.013,-0.091,-47.86%
3Y,2021-01-01,-0.089,-0.063,-0.061,-0.104,42.08%
3Y,2020-12-01,-0.063,-0.065,-0.055,-0.091,-3.85%
